	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_type	gene_name	n_counts	DE
ENSMUSG00000049515.13	267.4439277017795	0.05729011059425013	0.1297012427227747	0.44170826270880725	0.6587003297536972	0.9999986590898096	ENSMUSG00000049515.13	protein_coding	Espnl	1607.5831	No
ENSMUSG00000026308.9	370.55028461313196	-0.009398705875007716	0.13344224902906468	-0.07043275981477659	0.9438492174229708	0.9999986590898096	ENSMUSG00000026308.9	protein_coding	Klhl30	2226.6418	No
ENSMUSG00000026309.15	33.10625051840625	-0.01681718877495133	0.28733257565040893	-0.05852865355375655	0.9533275393739616	0.9999986590898096	ENSMUSG00000026309.15	protein_coding	Ilkap	198.96622	No
ENSMUSG00000100253.2	333.6218305407054	0.047880064868342086	0.1242182217551858	0.3854512179598418	0.6999031419506392	0.9999986590898096	ENSMUSG00000100253.2	lncRNA	1700020N18Rik	2005.5978	No
ENSMUSG00000067071.9	21.82685167425606	0.1660854930133358	0.3558536457396251	0.4667241575343002	0.6406972437948777	0.9999986590898096	ENSMUSG00000067071.9	protein_coding	Hes6	132.00096	No
ENSMUSG00000120874.1	4.830522988523458	0.3527787295160984	0.7317872705101435	0.48207825379385094	0.6297503572832768	0.9999986590898096	ENSMUSG00000120874.1	lncRNA	ENSMUSG00000120874	27.960384	No
ENSMUSG00000055866.10	13.986272870271426	0.19177189575907877	0.4334056143246295	0.442476722545264	0.6581442709554526	0.9999986590898096	ENSMUSG00000055866.10	protein_coding	Per2	84.21003	No
ENSMUSG00000101911.2	11.967643228790884	-0.1846109207727915	0.46494617646595254	-0.3970586922039359	0.6913241802272581	0.9999986590898096	ENSMUSG00000101911.2	processed_pseudogene	Gm28381	72.4168	No
ENSMUSG00000100151.2	53.06555050895914	0.00984531812628916	0.24085515030009977	0.04087651069126871	0.9673943435455002	0.9999986590898096	ENSMUSG00000100151.2	lncRNA	Gm28382	318.5169	No
ENSMUSG00000034292.14	58.32826783382104	-0.18353510325106454	0.22391200032910227	-0.8196751535483028	0.4124013179342678	0.9999986590898096	ENSMUSG00000034292.14	protein_coding	Traf3ip1	350.92987	No
ENSMUSG00000026311.17	1.9829527084113758	-0.945034309362649	1.1626385904191663	-0.8128358349278046	0.4163121868983788		ENSMUSG00000026311.17	protein_coding	Asb1	12.981042	No
ENSMUSG00000100980.2	9.310700348579461	-0.04770225455658069	0.5229122473471567	-0.09122420597066566	0.9273144415587096	0.9999986590898096	ENSMUSG00000100980.2	lncRNA	Gm29100	55.634552	No
ENSMUSG00000007805.5	33.738227133732615	-0.12994356762575177	0.2825331047149375	-0.45992333449511574	0.6455712504817034	0.9999986590898096	ENSMUSG00000007805.5	protein_coding	Twist2	202.70532	No
ENSMUSG00000101414.2	0.16273810320994733	-0.9064242003978922	3.8804825019316986	-0.2335854368488134	0.8153068347276962		ENSMUSG00000101414.2	lncRNA	Gm29101	2.143545	No
ENSMUSG00000102745.2	177.52690928891255	0.03104162694714335	0.14623375457634563	0.21227402002413304	0.8318932625903279	0.9999986590898096	ENSMUSG00000102745.2	TEC	Gm37600	1066.4559	No
ENSMUSG00000026313.17	71.56222579590745	0.05549880387653443	0.20424958636503338	0.27172052029200866	0.7858369218225847	0.9999986590898096	ENSMUSG00000026313.17	protein_coding	Hdac4	429.3499	No
ENSMUSG00000103101.2	7.151481484151344	-0.012359000968029533	0.5909972066071653	-0.020912114016546506	0.9833157631500232	0.9999986590898096	ENSMUSG00000103101.2	TEC	Gm37048	43.387733	No
ENSMUSG00000102565.2	46.661640047774675	0.22095821530827428	0.24768308642740822	0.8921005406359609	0.3723390451508938	0.9999986590898096	ENSMUSG00000102565.2	TEC	Gm37036	280.0427	No
ENSMUSG00000101265.2	57.70982312141849	-0.03637737242950712	0.22425334393550533	-0.16221551835574483	0.8711361397681807	0.9999986590898096	ENSMUSG00000101265.2	lncRNA	Gm29099	347.2657	No
ENSMUSG00000120000.1	5.165193307781356	0.1484536337969355	0.6969893323461513	0.2129926914336298	0.8313326632860785	0.9999986590898096	ENSMUSG00000120000.1	lncRNA	ENSMUSG00000120000	29.566422	No
ENSMUSG00000101522.2	4.8234189686049875	0.15409922708347287	0.724627778479156	0.2126598395204988	0.8315922936180183	0.9999986590898096	ENSMUSG00000101522.2	processed_pseudogene	Gm7837	28.803621	No
ENSMUSG00000026260.13	1.3385955368227798	0.7930396498499768	1.3831839815495937	0.5733435757125579	0.5664120863121813		ENSMUSG00000026260.13	protein_coding	Ndufa10	6.751572	No
ENSMUSG00000098288.3	61.883432938457354	0.024075070673640255	0.21789058719694013	0.11049155901296476	0.9120195438143864	0.9999986590898096	ENSMUSG00000098288.3	miRNA	Mir6900	372.52368	No
ENSMUSG00000057464.5	0.6671554362103129	0.05995672250808497	1.9383684476825611	0.03093154068813229	0.9753241361199377		ENSMUSG00000057464.5	protein_coding	Or6b2b	4.237377	No
ENSMUSG00000042849.12	9.429038280557446	-0.8322849278284319	0.5331924424190827	-1.5609465956651092	0.11853635193861026	0.9999986590898096	ENSMUSG00000042849.12	protein_coding	Or6b3	55.651253	No
ENSMUSG00000058904.4	2.661181639937745	0.05466617063158717	0.9589087524005642	0.05700873049154474	0.9545382405270452	0.9999986590898096	ENSMUSG00000058904.4	protein_coding	Or9s23	16.09649	No
ENSMUSG00000097001.2	48.904177484169175	0.015825092881661878	0.23997383852298682	0.06594507542598653	0.9474215536613543	0.9999986590898096	ENSMUSG00000097001.2	lncRNA	1700054K02Rik	294.00122	No
ENSMUSG00000099363.2	2.158368481715706	-0.1687169717577112	1.0701692462581534	-0.1576544760070709	0.8747290746477243		ENSMUSG00000099363.2	unprocessed_pseudogene	Gm28478	12.939582	No
ENSMUSG00000046300.5	2.645973313375705	-1.081280350199358	1.0051895397714166	-1.0756979727875449	0.28206235437490623	0.9999986590898096	ENSMUSG00000046300.5	protein_coding	Or9s27	16.59668	No
ENSMUSG00000107778.2	88.36013692533452	0.03897249102928997	0.18684850711119283	0.20857801666083203	0.8347776732813135	0.9999986590898096	ENSMUSG00000107778.2	unprocessed_pseudogene	Gm44098	530.38477	No
ENSMUSG00000062497.4	41.42347551256818	0.06628778613119997	0.2592327928446272	0.2557075646325732	0.7981766535932732	0.9999986590898096	ENSMUSG00000062497.4	protein_coding	Or9s15	249.83174	No
ENSMUSG00000108131.2	19.84383034641464	0.372058992286701	0.3815953468689026	0.9750092482509283	0.3295556725025033	0.9999986590898096	ENSMUSG00000108131.2	unprocessed_pseudogene	Gm44099	118.96286	No
ENSMUSG00000063583.7	6.969960496393095	-0.35959749407123553	0.6000095782196543	-0.5993195894276082	0.5489597871248291	0.9999986590898096	ENSMUSG00000063583.7	protein_coding	Or9s14	41.42343	No
ENSMUSG00000061616.6	8.647436878385784	-0.05554879939124008	0.5377296480706234	-0.10330246730964052	0.9177229174677989	0.9999986590898096	ENSMUSG00000061616.6	protein_coding	Or9s13	50.722816	No
ENSMUSG00000073616.11	6.813644611356554	-0.15599260776418425	0.6061424478439288	-0.2573530501271702	0.7969062430421551	0.9999986590898096	ENSMUSG00000073616.11	protein_coding	Cops9	40.229435	No
ENSMUSG00000044055.6	11.286860855186127	-0.4584735929725031	0.48441955520641883	-0.9464390692839398	0.34392468608341553	0.9999986590898096	ENSMUSG00000044055.6	protein_coding	Otos	68.12737	No
ENSMUSG00000100546.3	18.12246082799886	-0.024785105339574457	0.38016209725757244	-0.06519615058515875	0.9480178259983087	0.9999986590898096	ENSMUSG00000100546.3	lncRNA	Gm29483	107.82469	No
ENSMUSG00000099665.2	3.335463881677257	0.3451007658374578	0.866229480705207	0.3983941594281777	0.6903396624843068	0.9999986590898096	ENSMUSG00000099665.2	lncRNA	Gm29482	20.744385	No
ENSMUSG00000100781.2	35.067237269735905	-0.12265556578487395	0.28206637189770867	-0.43484646879265343	0.6636738726823865	0.9999986590898096	ENSMUSG00000100781.2	lncRNA	Gm29481	211.89162	No
ENSMUSG00000034220.8	3.838132654946708	0.4338349951437205	0.8048261445163727	0.5390418764345881	0.5898579597989813	0.9999986590898096	ENSMUSG00000034220.8	protein_coding	Gpc1	22.221458	No
ENSMUSG00000101995.2	2.160728263274866	-0.16730337283680666	1.0623261011593585	-0.15748777390880436	0.874860442667178		ENSMUSG00000101995.2	lncRNA	Gm29480	13.32643	No
ENSMUSG00000065470.3	0.48967409945558077	-2.3873278213494387	2.6185302045120964	-0.9117052830766422	0.36192388213677607		ENSMUSG00000065470.3	miRNA	Mir149	2.2946792	No
ENSMUSG00000034212.15	609.5171674093802	0.07282597027178253	0.10899677797133468	0.6681479180140095	0.504039176977146	0.9999986590898096	ENSMUSG00000034212.15	protein_coding	Ankmy1	3661.3782	No
ENSMUSG00000047067.8	36.27297286273068	0.0551155869177826	0.2738800992523599	0.20123983841190934	0.8405110420769735	0.9999986590898096	ENSMUSG00000047067.8	protein_coding	Dusp28	217.6594	No
ENSMUSG00000026269.15	178.10254106643472	0.04503610873330764	0.18415870108907273	0.244550534223875	0.806804469086748	0.9999986590898096	ENSMUSG00000026269.15	protein_coding	Rnpepl1	1069.434	No
ENSMUSG00000100632.2	104.1608535983366	0.04619336413511034	0.17617054668806167	0.2622082124596181	0.79316092221822	0.9999986590898096	ENSMUSG00000100632.2	lncRNA	9430060I03Rik	626.1079	No
ENSMUSG00000026270.12	11.657619958020776	0.13844715063351717	0.47335831068803624	0.2924785463939174	0.7699207606194474	0.9999986590898096	ENSMUSG00000026270.12	protein_coding	Capn10	70.2909	No
ENSMUSG00000100021.2	55.74227703967019	0.06342947225043746	0.22857356990546981	0.2775013413697381	0.7813951759848876	0.9999986590898096	ENSMUSG00000100021.2	processed_pseudogene	Gm18697	335.82333	No
ENSMUSG00000045091.5	554.5737286755642	0.07799624644057382	0.10838652604276844	0.7196120153329495	0.47176391205908197	0.9999986590898096	ENSMUSG00000045091.5	protein_coding	Aqp12	3331.748	No
ENSMUSG00000101378.2	97.94915790534971	0.1928421856761491	0.18119826555853213	1.064260659900498	0.28721063417269865	0.9999986590898096	ENSMUSG00000101378.2	lncRNA	Gm28086	589.02466	No
ENSMUSG00000026272.7	67.71198308195993	0.033817883867324344	0.21218355059616942	0.15938032789208526	0.8733692368612636	0.9999986590898096	ENSMUSG00000026272.7	protein_coding	Agxt	407.29233	No
ENSMUSG00000034159.13	234.77758271960317	0.20190831268320739	0.1499386351455488	1.3466063132241428	0.1781070598005302	0.9999986590898096	ENSMUSG00000034159.13	protein_coding	Mab21l4	1411.469	No
ENSMUSG00000084989.4	0.4969735237516792	-0.8417246594228419	2.3189155301610507	-0.3629820269323839	0.7166183104451029		ENSMUSG00000084989.4	protein_coding	Crocc2	3.390839	No
ENSMUSG00000047793.14	96.1377142441861	0.2806801180985287	0.18435534879454038	1.522495115730762	0.12788506831457622	0.9999986590898096	ENSMUSG00000047793.14	protein_coding	Sned1	578.6832	No
ENSMUSG00000098997.3	27.624026585498154	0.08997442520154528	0.31122472533268514	0.28909793431536224	0.7725064343182506	0.9999986590898096	ENSMUSG00000098997.3	miRNA	Mir6901	165.9912	No
ENSMUSG00000026273.14	14.991574774305656	0.12011499720942424	0.41398272229609523	0.29014495228985354	0.7717053472075135	0.9999986590898096	ENSMUSG00000026273.14	protein_coding	Mterf4	89.429306	No
ENSMUSG00000101172.3	504.6352555328644	0.17759951674758506	0.11936800993708817	1.4878317636457816	0.13679526665441125	0.9999986590898096	ENSMUSG00000101172.3	lncRNA	Gm28535	3029.864	No
ENSMUSG00000026274.12	16.294021727216037	-0.06268786063949697	0.4018914467716893	-0.15598207213180465	0.8760471526093966	0.9999986590898096	ENSMUSG00000026274.12	protein_coding	Pask	98.86631	No
ENSMUSG00000026275.14	14.320772385477346	0.12285089121188773	0.4228654911567104	0.2905200206236745	0.7714184366851062	0.9999986590898096	ENSMUSG00000026275.14	protein_coding	Ppp1r7	87.01851	No
ENSMUSG00000106302.3	6.63991085566587	-0.38083987044091194	0.6181757408571513	-0.6160705528703638	0.5378479560939877	0.9999986590898096	ENSMUSG00000106302.3	miRNA	Mir6902	40.806583	No
ENSMUSG00000098689.3	6.1109694839236015	-1.0045840984515337	0.6657089380325707	-1.5090440296933239	0.13128753130922077	0.9999986590898096	ENSMUSG00000098689.3	miRNA	Mir6345	36.88651	No
ENSMUSG00000064389.3	40.82202256194133	-0.4177329918534884	0.2648117854891122	-1.5774713012939656	0.11468712052361918	0.9999986590898096	ENSMUSG00000064389.3	snRNA	Gm26446	245.69699	No
ENSMUSG00000034107.11	20.114413655274642	-0.1118978236685428	0.35988398965678114	-0.31092748464653563	0.7558557496300569	0.9999986590898096	ENSMUSG00000034107.11	protein_coding	Ano7	121.743935	No
ENSMUSG00000034088.16	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000034088.16	protein_coding	Hdlbp	6.441824	No
ENSMUSG00000026276.21	40.27055735763885	0.05508854412619819	0.2612682885957022	0.21085048025650202	0.8330039463637052	0.9999986590898096	ENSMUSG00000026276.21	protein_coding	Septin2	240.6641	No
ENSMUSG00000116048.2	16.132810693714354	-0.09339209142447373	0.4020823308233514	-0.23227106556319707	0.8163274842749741	0.9999986590898096	ENSMUSG00000116048.2	protein_coding	Septin2	95.869385	No
ENSMUSG00000034066.14	9.301773963894307	-0.15179809936676433	0.520044778471942	-0.2918942861281979	0.7703674523551692	0.9999986590898096	ENSMUSG00000034066.14	protein_coding	Farp2	56.45714	No
ENSMUSG00000026277.15	14.658998252312472	0.18679219110540857	0.41863732409442744	0.44619096376432	0.6554593096584044	0.9999986590898096	ENSMUSG00000026277.15	protein_coding	Stk25	87.4751	No
ENSMUSG00000100927.2	22.807426237797262	0.20202309025377074	0.34201372801558816	0.5906870798021389	0.5547301064587187	0.9999986590898096	ENSMUSG00000100927.2	lncRNA	Gm28536	137.33977	No
ENSMUSG00000026279.15	127.87055459173966	0.3085649411661657	0.18500977009601335	1.6678305205505184	0.09534937532291556	0.9999986590898096	ENSMUSG00000026279.15	protein_coding	Thap4	765.6986	No
ENSMUSG00000101952.2	286.6599740769312	0.12892264228565814	0.12695691053320118	1.0154834561127957	0.30987542880052676	0.9999986590898096	ENSMUSG00000101952.2	lncRNA	Gm10550	1721.934	No
ENSMUSG00000026280.18	6.328811674361152	0.055928147468519075	0.6285757963470299	0.08897597997496193	0.9291009995949567	0.9999986590898096	ENSMUSG00000026280.18	protein_coding	Atg4b	37.82174	No
ENSMUSG00000026281.16	59.85866092608493	-0.041182771698019656	0.22052517526367657	-0.18674861792436362	0.8518577349995393	0.9999986590898096	ENSMUSG00000026281.16	protein_coding	Dtymk	360.29413	No
ENSMUSG00000121025.1	509.0952177060931	0.06002918633051563	0.11278401524407176	0.5322490620732793	0.5945535066633605	0.9999986590898096	ENSMUSG00000121025.1	lncRNA	ENSMUSG00000121025	3058.685	No
ENSMUSG00000026283.14	19.14214305718256	0.08061423882432664	0.3676227531089112	0.21928522688704205	0.8264278691005126	0.9999986590898096	ENSMUSG00000026283.14	protein_coding	Ing5	113.602	No
ENSMUSG00000088961.3	1.3249458846741253	-0.6815983267962766	1.3752872635167028	-0.49560433291106293	0.6201735951851103		ENSMUSG00000088961.3	snRNA	Gm22089	6.713319	No
ENSMUSG00000094651.3	92.58453579620114	-0.15741269297774357	0.1876494776343628	-0.8388656070999785	0.4015447295759438	0.9999986590898096	ENSMUSG00000094651.3	protein_coding	Gal3st2	555.5569	No
ENSMUSG00000101660.2	15.504366102589218	0.33559948250329164	0.4073807364415608	0.8237981143505387	0.4100542792101699	0.9999986590898096	ENSMUSG00000101660.2	unprocessed_pseudogene	Gm18666	93.82977	No
ENSMUSG00000093805.8	0.48967409945558077	-2.3873278213494387	2.6185302045120964	-0.9117052830766422	0.36192388213677607		ENSMUSG00000093805.8	protein_coding	Gal3st2b	3.1449594	No
ENSMUSG00000099624.2	14.78546105751895	-0.17220954980987532	0.4159850493094008	-0.41398014206464795	0.6788886499592308	0.9999986590898096	ENSMUSG00000099624.2	unprocessed_pseudogene	Gm7889	88.6972	No
ENSMUSG00000073608.5	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000073608.5	protein_coding	Gal3st2c	2.0763137	No
ENSMUSG00000034000.16	5.981391694688021	-0.10560636379418195	0.6521310427780369	-0.16194040287409955	0.8713527858265331	0.9999986590898096	ENSMUSG00000034000.16	protein_coding	Neu4	36.187763	No
ENSMUSG00000026285.9	59.050212789193644	-0.017712193615281712	0.22074711808748965	-0.08023748517641695	0.9360483773976433	0.9999986590898096	ENSMUSG00000026285.9	protein_coding	Pdcd1	355.55313	No
ENSMUSG00000100990.2	143.15976969269107	0.09585685677129493	0.16105163065962574	0.5951933325896179	0.551714246563286	0.9999986590898096	ENSMUSG00000100990.2	processed_pseudogene	Gm7891	861.1356	No
ENSMUSG00000100347.2	15.043792630445305	0.6413582478893136	0.4435823564255373	1.4458605907085404	0.14821630741195882	0.9999986590898096	ENSMUSG00000100347.2	processed_pseudogene	Gm7895	91.15881	No
ENSMUSG00000077413.3	48.19969456026814	-0.12414303216537763	0.24179678710787744	-0.5134188656939901	0.6076583516313878	0.9999986590898096	ENSMUSG00000077413.3	snoRNA	Gm23389	290.50003	No
ENSMUSG00000100518.2	12.144885000350557	-0.06298286131209535	0.45987440391450757	-0.13695665767865633	0.8910650543639224	0.9999986590898096	ENSMUSG00000100518.2	lncRNA	4930440C22Rik	72.99824	No
ENSMUSG00000089310.3	72.73846062184194	0.12763431329033476	0.2037094716340369	0.6265507060939669	0.5309537891214906	0.9999986590898096	ENSMUSG00000089310.3	snoRNA	Gm23181	438.13953	No
ENSMUSG00000099592.2	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000099592.2	processed_pseudogene	Gm5264	1.1137862	No
ENSMUSG00000051185.10	31.14426752388106	0.1638247031914349	0.2953700997720045	0.5546421364853478	0.5791394618043775	0.9999986590898096	ENSMUSG00000051185.10	protein_coding	Fam174a	186.2073	No
ENSMUSG00000081051.5	4.337319831446557	0.5021872392189703	0.7604323083250661	0.6603970316898972	0.508999076532177	0.9999986590898096	ENSMUSG00000081051.5	processed_pseudogene	Gm15427	24.8149	No
ENSMUSG00000040710.11	1.1612585850206354	-0.35919353174178026	1.449125498609919	-0.2478691680508959	0.8042356359298841		ENSMUSG00000040710.11	protein_coding	St8sia4	6.2469506	No
ENSMUSG00000100777.2	0.16767774594688545	1.0171552173071963	3.845692565827099	0.26449207779780887	0.7914007685320619		ENSMUSG00000100777.2	lncRNA	4930598F16Rik	1.412859	No
ENSMUSG00000100062.2	0.3259867998020909	-1.8010140738668061	2.976862692219074	-0.6050040798234658	0.5451762858856386		ENSMUSG00000100062.2	lncRNA	1700063A18Rik	2.701458	No
ENSMUSG00002076073.1	73.3908705062091	0.2930308514782552	0.22125717411550622	1.3243902831610779	0.1853734600039202	0.9999986590898096	ENSMUSG00002076073.1	miRNA	Gm56203	439.71677	No
ENSMUSG00000102658.2	5.1705943391903695	0.33590310969132015	0.6951143865345266	0.4832342938058809	0.6289293879741565	0.9999986590898096	ENSMUSG00000102658.2	TEC	Gm37076	32.23076	No
ENSMUSG00000100589.2	46.59664445241526	0.0553885546724127	0.24571604330790067	0.22541692405085118	0.8216549469311876	0.9999986590898096	ENSMUSG00000100589.2	lncRNA	4930533P14Rik	280.75464	No
ENSMUSG00000119190.1	26.512875944355997	-0.5672556862747449	0.3200327461487072	-1.7724926373976821	0.07631281639915478	0.9999986590898096	ENSMUSG00000119190.1	snRNA	Gm26245	160.30466	No
ENSMUSG00000100362.2	10.819988724697444	0.010975387029668302	0.4876026454800286	0.02250887506745046	0.9820420325145224	0.9999986590898096	ENSMUSG00000100362.2	processed_pseudogene	Gm1833	64.83605	No
ENSMUSG00000077255.3	0.8357823786007409	0.6395094491027248	1.729738995623589	0.3697144197597135	0.7115952865154493		ENSMUSG00000077255.3	snoRNA	Gm26078	5.141969	No
ENSMUSG00000040693.8	0.0						ENSMUSG00000040693.8	protein_coding	Slco4c1	1.497239	No
ENSMUSG00000097814.6	39.83408965730548	-0.35646829521645057	0.2688098034253108	-1.3260985673667807	0.18480705062376335	0.9999986590898096	ENSMUSG00000097814.6	lncRNA	Panct2	240.4653	No
ENSMUSG00000121412.1	29.24544079386879	-0.1746784164133285	0.302557610517408	-0.5773393573363054	0.5637102314818798	0.9999986590898096	ENSMUSG00000121412.1	lncRNA	Slco6b1	176.02914	No
ENSMUSG00000045463.17	355.6209086173244	0.10435323794657218	0.12196428704651606	0.8556048698646745	0.39221637536485565	0.9999986590898096	ENSMUSG00000045463.17	transcribed_unprocessed_pseudogene	Slco6b1	2136.738	No
ENSMUSG00000100454.2	0.0						ENSMUSG00000100454.2	lncRNA	Gm28901	1.459569	No
ENSMUSG00000044757.8	25.626030906373128	0.05532093639231811	0.3207573784303796	0.1724697235743418	0.863068261763126	0.9999986590898096	ENSMUSG00000044757.8	processed_pseudogene	Gm6430	153.13847	No
ENSMUSG00000100484.2	75.40566611673565	0.08739648829012266	0.19974873717611352	0.43753211922970675	0.6617254877278544	0.9999986590898096	ENSMUSG00000100484.2	unprocessed_pseudogene	Gm7133	453.6952	No
ENSMUSG00000101348.8	20.625760904107207	-0.08346106089725813	0.3581616339414259	-0.2330262456612185	0.8157410256103103	0.9999986590898096	ENSMUSG00000101348.8	transcribed_unprocessed_pseudogene	Gm7135	124.18933	No
ENSMUSG00000121413.1	38.28260994926594	0.08060962007377462	0.2668974691615952	0.3020246700989468	0.7626332565953345	0.9999986590898096	ENSMUSG00000121413.1	lncRNA	ENSMUSG00000121413	230.05568	No
ENSMUSG00000103179.2	50.9457596330843	0.1119470957589149	0.23482819127158563	0.4767191500846882	0.6335621244719858	0.9999986590898096	ENSMUSG00000103179.2	TEC	Gm37171	304.89462	No
ENSMUSG00000044768.17	60.04370019188334	-0.04854315923926472	0.21948520447754927	-0.22116825302559337	0.8249614275837174	0.9999986590898096	ENSMUSG00000044768.17	protein_coding	Macir	360.46762	No
ENSMUSG00000118489.2	62.005583780683985	-0.09200151388181807	0.21673486756839327	-0.4244887539970277	0.6712094052389672	0.9999986590898096	ENSMUSG00000118489.2	processed_pseudogene	Gm53038	373.03183	No
ENSMUSG00000026333.15	17.477367060038464	0.027771557824445445	0.3887019566480209	0.07144692057620196	0.9430420677756362	0.9999986590898096	ENSMUSG00000026333.15	protein_coding	Gin1	104.22455	No
ENSMUSG00000026335.17	0.8346887972046103	0.6379065442324562	1.771219464200179	0.3601510468498112	0.7187341805973838		ENSMUSG00000026335.17	protein_coding	Pam	5.011752	No
ENSMUSG00000089782.2	59.73796435462393	0.06306518437575324	0.22287073706418606	0.28296754076597624	0.777201719228284	0.9999986590898096	ENSMUSG00000089782.2	processed_pseudogene	Btf3-ps1	360.06915	No
ENSMUSG00000119063.1	55.715322639452296	0.01177716854018659	0.23224664987633292	0.050709745636622595	0.959556810747269	0.9999986590898096	ENSMUSG00000119063.1	snRNA	Gm24465	335.52948	No
ENSMUSG00000100182.8	24.612526069646716	-0.10062457856209359	0.32930154486300356	-0.3055697130238352	0.7599322836081249	0.9999986590898096	ENSMUSG00000100182.8	lncRNA	1810006J02Rik	148.12741	No
ENSMUSG00000100711.2	5.810306086150786	-0.3595401839901349	0.6569823368898162	-0.5472600461257667	0.5842000886518239	0.9999986590898096	ENSMUSG00000100711.2	lncRNA	Gm29461	34.58905	No
ENSMUSG00000097608.2	1089.1930347132745	0.07646197202238685	0.09804847593381164	0.7798384553575629	0.4354859679636113	0.9999986590898096	ENSMUSG00000097608.2	processed_pseudogene	Gm7952	6544.2954	No
ENSMUSG00000099634.2	17.415569655593796	-0.47291099150791	0.39736551010567533	-1.190115849214352	0.23400086169401713	0.9999986590898096	ENSMUSG00000099634.2	processed_pseudogene	Gm29462	104.81122	No
ENSMUSG00000026336.14	306.2535228857388	-0.0339551084809751	0.1294091692508815	-0.2623856460676862	0.793024137908104	0.9999986590898096	ENSMUSG00000026336.14	protein_coding	Slco6d1	1841.1077	No
ENSMUSG00000089791.2	1.9994007451805367	0.056818151802586106	1.1084962591200154	0.05125696305704401	0.9591207615018988		ENSMUSG00000089791.2	processed_pseudogene	Gm3555	11.15527	No
ENSMUSG00002075992.1	77.88482610777874	-0.23558337712229416	0.20825205438730707	-1.1312415515678722	0.2579534374688425	0.9999986590898096	ENSMUSG00002075992.1	miRNA	Gm56243	469.64978	No
ENSMUSG00000100009.7	17.078904207030458	-0.5415435123094257	0.40300097618516045	-1.3437771725411682	0.17902045331811967	0.9999986590898096	ENSMUSG00000100009.7	lncRNA	Gm7967	103.62012	No
ENSMUSG00000099686.2	9.457015277943752	-0.5081561235745015	0.5238101646931721	-0.9701150489742021	0.33198914855542305	0.9999986590898096	ENSMUSG00000099686.2	processed_pseudogene	Gm29460	57.39215	No
ENSMUSG00000087804.4	276.398683774895	-1.5079383629960799	0.13874219702532495	-10.868635464384583	1.626146683481367e-27	5.194725580381227e-24	ENSMUSG00000087804.4	snRNA	Gm23434	1677.787	Down
ENSMUSG00000099453.2	61.14809905470946	-0.21176141435313636	0.2192954295439029	-0.9656444495608685	0.33422212514011995	0.9999986590898096	ENSMUSG00000099453.2	processed_pseudogene	Gm18248	368.30725	No
ENSMUSG00000067028.12	0.6657448510946952	0.053580787748796085	1.9394278238937688	0.02762711099050982	0.9779595584712523		ENSMUSG00000067028.12	protein_coding	Cntnap5b	3.4419487	No
ENSMUSG00000082431.4	1.0059642910593747	1.057690502020862	1.622762666620823	0.6517838521780606	0.5145406201004232		ENSMUSG00000082431.4	processed_pseudogene	Prdx2-ps1	5.6079197	No
ENSMUSG00000104104.2	257.5373201805045	0.1860520292326262	0.1407654658413553	1.32171643180089	0.1862625948853044	0.9999986590898096	ENSMUSG00000104104.2	TEC	Gm37877	1545.2373	No
ENSMUSG00000100662.2	15.312259022975494	0.0554764371520732	0.40941398884935903	0.13550205577485863	0.8922149389754771	0.9999986590898096	ENSMUSG00000100662.2	processed_pseudogene	Gm19029	92.36167	No
ENSMUSG00000087883.3	37.3839112467335	-0.13771616832746386	0.27201195387691246	-0.5062871920319411	0.6126550529858692	0.9999986590898096	ENSMUSG00000087883.3	snoRNA	Gm23602	225.6473	No
ENSMUSG00000099835.2	2.166761487407935	0.27666862501547457	1.077385618514026	0.2567962856206185	0.797336037592422		ENSMUSG00000099835.2	processed_pseudogene	Gm29668	12.975073	No
ENSMUSG00000100794.2	84.48564609489424	-0.03541114295334468	0.21342207451691939	-0.1659207138413295	0.868219346148883	0.9999986590898096	ENSMUSG00000100794.2	processed_pseudogene	Gm29667	508.2043	No
ENSMUSG00000099427.2	0.17003752750604575	1.0171552344207146	3.829653377189593	0.26559981654714615	0.790547426897747		ENSMUSG00000099427.2	processed_pseudogene	Gm18700	2.4326773	No
ENSMUSG00000099892.2	20.610709485937324	-0.08459301854586539	0.3573755900545093	-0.23670620182246555	0.8128847233220479	0.9999986590898096	ENSMUSG00000099892.2	processed_pseudogene	Gm18185	122.76368	No
ENSMUSG00000100977.2	1.6642653329053834	0.05466555060554686	1.2114283043619078	0.04512487483470241	0.9640077743630948		ENSMUSG00000100977.2	processed_pseudogene	Gm29334	9.764631	No
ENSMUSG00002076597.1	11.986308218342502	0.1353645872039471	0.4605755033360445	0.29390314122977257	0.7688319177091714	0.9999986590898096	ENSMUSG00002076597.1	miRNA	Gm56249	71.91288	No
ENSMUSG00000100088.2	1.004870709663244	1.0565173164157595	1.623073753666885	0.6509361105919257	0.5150877299332064		ENSMUSG00000100088.2	processed_pseudogene	Gm28801	5.905058	No
